17900: Tangut表意文字L2008-3139
17965: Tangut表意文字L2008-3677
17966: Tangut表意文字L2008-2750
17967: Tangut表意文字L2008-3643
17968: Tangut表意文字L2008-2784
17969: Tangut表意文字L2008-3216
1796A: Tangut表意文字L2008-3796
1796B: Tangut表意文字L2008-3807
1796C: Tangut表意文字L2008-3623
1796D: Tangut表意文字L2008-3716
1796E: Tangut表意文字L2008-2150
1796F: Tangut表意文字L2008-3146
17970: Tangut表意文字L2008-3284
17971: Tangut表意文字L2008-3157
17972: Tangut表意文字L2008-2095
17973: Tangut表意文字L2008-2752
17974: Tangut表意文字L2008-3262
17975: Tangut表意文字L2008-3341
17976: Tangut表意文字L2008-2682
17977: Tangut表意文字L2008-3282
17978: Tangut表意文字L2008-3388
17979: Tangut表意文字L2008-2770
1797A: Tangut表意文字L2008-3229
1797B: Tangut表意文字L2008-2771
1797C: Tangut表意文字L2008-3654
1797D: Tangut表意文字L2008-2803
1797E: Tangut表意文字L2008-2779
1797F: Tangut表意文字L2008-3280
17980: Tangut表意文字L2008-2224
17981: Tangut表意文字L2008-2516
17982: Tangut表意文字L2008-3259
17983: Tangut表意文字L2008-3617
17984: Tangut表意文字L2008-3710
17985: Tangut表意文字L2008-2802
17986: Tangut表意文字L2008-3213
17987: Tangut表意文字L2008-2090
17988: Tangut表意文字L2008-2510
17989: Tangut表意文字L2008-2129
1798A: Tangut表意文字L2008-2232
1798B: Tangut表意文字L2008-3307
1798C: Tangut表意文字L2008-3330
1798D: Tangut表意文字L2008-3693
1798E: Tangut表意文字L2008-2474
1798F: Tangut表意文字L2008-2662
17990: Tangut表意文字L2008-2233
17991: Tangut表意文字L2008-2504
17992: Tangut表意文字L2008-3158
17993: Tangut表意文字L2008-2876
17994: Tangut表意文字L2008-2874
17995: Tangut表意文字L2008-2486
17996: Tangut表意文字L2008-3130
17997: Tangut表意文字L2008-2670
17998: Tangut表意文字L2008-2626
17999: Tangut表意文字L2008-3580
1799A: Tangut表意文字L2008-2853
1799B: Tangut表意文字L2008-3353
1799C: Tangut表意文字L2008-3211
1799D: Tangut表意文字L2008-2202
1799E: Tangut表意文字L2008-2663
1799F: Tangut表意文字L2008-2884
179A0: Tangut表意文字L2008-2740
179A1: Tangut表意文字L2008-2234
179A2: Tangut表意文字L2008-2492
179A3: Tangut表意文字L2008-2083
179A4: Tangut表意文字L2008-2493
179A5: Tangut表意文字L2008-2117
179A6: Tangut表意文字L2008-2249
179A7: Tangut表意文字L2008-2291
179A8: Tangut表意文字L2008-2119
179A9: Tangut表意文字L2008-2257
179AA: Tangut表意文字L2008-2084
179AB: Tangut表意文字L2008-3316
179AC: Tangut表意文字L2008-3370
179AD: Tangut表意文字L2008-2686
179AE: Tangut表意文字L2008-3789
179AF: Tangut表意文字L2008-2751
179B0: Tangut表意文字L2008-2120
179B1: Tangut表意文字L2008-3680
179B2: Tangut表意文字L2008-2618
179B3: Tangut表意文字L2008-3266
179B4: Tangut表意文字L2008-3333
179B5: Tangut表意文字L2008-2177
179B6: Tangut表意文字L2008-2468
179B7: Tangut表意文字L2008-2452
179B8: Tangut表意文字L2008-2631
179B9: Tangut表意文字L2008-2625
179BA: Tangut表意文字L2008-2651
179BB: Tangut表意文字L2008-2639
179BC: Tangut表意文字L2008-2644
179BD: Tangut表意文字L2008-3618
179BE: Tangut表意文字L2008-3606
179BF: Tangut表意文字L2008-3803
179C0: Tangut表意文字L2008-3317
179C1: Tangut表意文字L2008-3202
179C2: Tangut表意文字S1968-3624
179C3: Tangut表意文字L2008-3717
179C4: Tangut表意文字L1997-5999
179C5: Tangut表意文字L2008-3592
179C6: Tangut表意文字L2008-3659
179C7: Tangut表意文字L2008-2755
179C8: Tangut表意文字L2008-2125
179C9: Tangut表意文字L2008-3644
179CA: Tangut表意文字L2008-3678
179CB: Tangut表意文字L2008-2133
179CC: Tangut表意文字L2008-3285
179CD: Tangut表意文字L2008-3265
179CE: Tangut表意文字L2008-3361
179CF: Tangut表意文字L2008-2754
179D0: Tangut表意文字L2008-2162
179D1: Tangut表意文字L2008-2475
179D2: Tangut表意文字L2008-3143
179D3: Tangut表意文字L2008-2098
179D4: Tangut表意文字L2008-3198
179D5: Tangut表意文字L2008-3283
179D6: Tangut表意文字L2008-3239
179D7: Tangut表意文字L2008-3268
179D8: Tangut表意文字L2008-3183
179D9: Tangut表意文字L2008-3196
179DA: Tangut表意文字L2008-3270
179DB: Tangut表意文字L2008-3712
179DC: Tangut表意文字L2008-2801
179DD: Tangut表意文字L2008-2683
179DE: Tangut表意文字L2008-3615
179DF: Tangut表意文字L2008-3713
179E0: Tangut表意文字L2008-3357
179E1: Tangut表意文字L2008-3356
179E2: Tangut表意文字L2008-2790
179E3: Tangut表意文字L2008-3696
179E4: Tangut表意文字L2008-3708
179E5: Tangut表意文字L2008-2858
179E6: Tangut表意文字L2008-2248
179E7: Tangut表意文字L2008-3286A
179E8: Tangut表意文字L2008-2743
179E9: Tangut表意文字L2008-2870
179EA: Tangut表意文字L2008-2892
179EB: Tangut表意文字L2008-3634
179EC: Tangut表意文字L2008-2477
179ED: Tangut表意文字L2008-2235
179EE: Tangut表意文字L2008-3308
179EF: Tangut表意文字L2008-2135
179F0: Tangut表意文字L2008-2478
179F1: Tangut表意文字L2008-2453
179F2: Tangut表意文字L2008-2093
179F3: Tangut表意文字L2008-2672
179F4: Tangut表意文字L2008-3383
179F5: Tangut表意文字L2008-3131
179F6: Tangut表意文字L2008-3627
179F7: Tangut表意文字L2008-3781
179F8: Tangut表意文字L2008-3124
179F9: Tangut表意文字L2008-2444
179FA: Tangut表意文字L2008-2182
179FB: Tangut表意文字L2008-2282
179FC: Tangut表意文字L2008-3240
179FD: Tangut表意文字L2008-2496
179FE: Tangut表意文字L2008-3150
179FF: Tangut表意文字L2008-3376
