17800: Tangut表意文字L2008-0506
17840: Tangut表意文字L2008-4553
17841: Tangut表意文字L2008-4619
17842: Tangut表意文字L2008-4618
17843: Tangut表意文字L2008-4523
17844: Tangut表意文字L2008-4513
17845: Tangut表意文字L2008-4517
17846: Tangut表意文字L2008-4652
17847: Tangut表意文字L2008-4610
17848: Tangut表意文字L2008-4521
17849: Tangut表意文字L2008-4535
1784A: Tangut表意文字L2008-4540
1784B: Tangut表意文字L2008-4593
1784C: Tangut表意文字N1966-255-107
1784D: Tangut表意文字L2008-4622
1784E: Tangut表意文字L2008-4518
1784F: Tangut表意文字L2008-4576
17850: Tangut表意文字L2008-4512
17851: Tangut表意文字L2008-4577
17852: Tangut表意文字L2008-4598
17853: Tangut表意文字L2008-4656
17854: Tangut表意文字L2008-4600
17855: Tangut表意文字L2008-4614
17856: Tangut表意文字L2008-4599
17857: Tangut表意文字L2008-4546
17858: Tangut表意文字L2008-4639
17859: Tangut表意文字L2008-4531
1785A: Tangut表意文字L2008-4569
1785B: Tangut表意文字L2008-4647
1785C: Tangut表意文字L2008-4637
1785D: Tangut表意文字L2008-4620
1785E: Tangut表意文字L2008-0359
1785F: Tangut表意文字L2008-0534
17860: Tangut表意文字L2008-0271
17861: Tangut表意文字L2008-0320
17862: Tangut表意文字L2008-0702
17863: Tangut表意文字L2008-0293
17864: Tangut表意文字L2008-1780
17865: Tangut表意文字L2008-1877
17866: Tangut表意文字L2008-0592
17867: Tangut表意文字L2008-0703
17868: Tangut表意文字L2008-0561
17869: Tangut表意文字L2008-1353
1786A: Tangut表意文字L2008-1290
1786B: Tangut表意文字L2008-0778
1786C: Tangut表意文字L2008-0340
1786D: Tangut表意文字L2008-0347
1786E: Tangut表意文字L2008-0541
1786F: Tangut表意文字L2008-0302
17870: Tangut表意文字L2008-0357
17871: Tangut表意文字L2008-1871
17872: Tangut表意文字L1997-5996
17873: Tangut表意文字L2008-0272
17874: Tangut表意文字L2008-0807
17875: Tangut表意文字L2008-1316
17876: Tangut表意文字L2008-0535
17877: Tangut表意文字L2008-1214
17878: Tangut表意文字L2008-0243
17879: Tangut表意文字L2008-1392
1787A: Tangut表意文字L2008-2928
1787B: Tangut表意文字L2008-3499
1787C: Tangut表意文字L2008-2705
1787D: Tangut表意文字L2008-3495
1787E: Tangut表意文字L2008-2963
1787F: Tangut表意文字L2008-4021
17880: Tangut表意文字L2008-4045
17881: Tangut表意文字L2008-3453
17882: Tangut表意文字L2008-2824
17883: Tangut表意文字L2008-2961
17884: Tangut表意文字L2008-4609
17885: Tangut表意文字L2008-4525
17886: Tangut表意文字L2008-2840-4591
17887: Tangut表意文字L2008-4594
17888: Tangut表意文字L2008-4037
17889: Tangut表意文字L2008-4084
1788A: Tangut表意文字L2008-4044
1788B: Tangut表意文字L2008-4057
1788C: Tangut表意文字L2008-4019
1788D: Tangut表意文字L2008-4020
1788E: Tangut表意文字L2008-3029
1788F: Tangut表意文字L2008-3072
17890: Tangut表意文字L2008-3044
17891: Tangut表意文字L2008-2844
17892: Tangut表意文字L2008-3076
17893: Tangut表意文字L2008-2026
17894: Tangut表意文字L2008-2051
17895: Tangut表意文字L2008-3545
17896: Tangut表意文字L2008-2721
17897: Tangut表意文字L2008-2420
17898: Tangut表意文字L2008-2048
17899: Tangut表意文字L2008-3778
1789A: Tangut表意文字L2008-3054
1789B: Tangut表意文字L2008-3003
1789C: Tangut表意文字L2008-2728
1789D: Tangut表意文字L2008-3446
1789E: Tangut表意文字L2008-2398
1789F: Tangut表意文字L2008-2001
178A0: Tangut表意文字L2008-2002
178A1: Tangut表意文字L2008-2578
178A2: Tangut表意文字L2008-2848
178A3: Tangut表意文字L2008-2003
178A4: Tangut表意文字L2008-2592
178A5: Tangut表意文字L2008-2406
178A6: Tangut表意文字L2008-3526
178A7: Tangut表意文字L2008-2057
178A8: Tangut表意文字L2008-1886
178A9: Tangut表意文字L2008-3179
178AA: Tangut表意文字L2008-2228
178AB: Tangut表意文字L2008-2185
178AC: Tangut表意文字L2008-2063
178AD: Tangut表意文字L2008-3113
178AE: Tangut表意文字L2008-3178
178AF: Tangut表意文字L2008-3190
178B0: Tangut表意文字L2008-3274
178B1: Tangut表意文字L2008-3237
178B2: Tangut表意文字L2008-3261
178B3: Tangut表意文字L2008-2852
178B4: Tangut表意文字L2008-2187
178B5: Tangut表意文字L2008-2064
178B6: Tangut表意文字L2008-2263
178B7: Tangut表意文字L2008-2193
178B8: Tangut表意文字L2008-2246
178B9: Tangut表意文字L2008-3167
178BA: Tangut表意文字L2008-2458
178BB: Tangut表意文字L2008-2641
178BC: Tangut表意文字L2008-3180
178BD: Tangut表意文字L2008-3181
178BE: Tangut表意文字L2008-2602
178BF: Tangut表意文字L2008-3619
178C0: Tangut表意文字L2008-3639
178C1: Tangut表意文字L2008-3191
178C2: Tangut表意文字L2008-3114
178C3: Tangut表意文字L2008-3195
178C4: Tangut表意文字L2008-3275
178C5: Tangut表意文字L2008-3797
178C6: Tangut表意文字L2008-3277
178C7: Tangut表意文字L2008-3389
178C8: Tangut表意文字L2008-2797
178C9: Tangut表意文字L2008-3192
178CA: Tangut表意文字L2008-2065
178CB: Tangut表意文字L2008-2178
178CC: Tangut表意文字L2008-3174
178CD: Tangut表意文字L2008-2211
178CE: Tangut表意文字L2008-3217
178CF: Tangut表意文字L2008-2229
178D0: Tangut表意文字L2008-2746
178D1: Tangut表意文字L2008-2284
178D2: Tangut表意文字L2008-2290
178D3: Tangut表意文字L2008-2144
178D4: Tangut表意文字L2008-2247
178D5: Tangut表意文字L2008-2230
178D6: Tangut表意文字L2008-2183
178D7: Tangut表意文字L2008-2184
178D8: Tangut表意文字L2008-2188
178D9: Tangut表意文字L2008-2294
178DA: Tangut表意文字L2008-2066
178DB: Tangut表意文字L2008-2074
178DC: Tangut表意文字L2008-2173
178DD: Tangut表意文字L2008-2206
178DE: Tangut表意文字L2008-2464
178DF: Tangut表意文字L2008-3630
178E0: Tangut表意文字L2008-2073
178E1: Tangut表意文字L2008-3115
178E2: Tangut表意文字L2008-2490
178E3: Tangut表意文字L2008-3278
178E4: Tangut表意文字L2008-2642
178E5: Tangut表意文字L2008-2616
178E6: Tangut表意文字L2008-2603
178E7: Tangut表意文字L2008-2640
178E8: Tangut表意文字L2008-3620
178E9: Tangut表意文字L2008-3640
178EA: Tangut表意文字L2008-3142
178EB: Tangut表意文字L2008-3798
178EC: Tangut表意文字L2008-3621
178ED: Tangut表意文字L2008-3193
178EE: Tangut表意文字L2008-3238
178EF: Tangut表意文字L2008-3208
178F0: Tangut表意文字L2008-3276
178F1: Tangut表意文字L2008-2854
178F2: Tangut表意文字L2008-3784
178F3: Tangut表意文字L2008-3365
178F4: Tangut表意文字L2008-3804
178F5: Tangut表意文字L2008-3366
178F6: Tangut表意文字L2008-3279
178F7: Tangut表意文字L2008-3194
178F8: Tangut表意文字L2008-2448
178F9: Tangut表意文字L2008-3120
178FA: Tangut表意文字L2008-2088
178FB: Tangut表意文字L2008-2190
178FC: Tangut表意文字L2008-2748
178FD: Tangut表意文字L2008-2089
178FE: Tangut表意文字L2008-2215
178FF: Tangut表意文字L2008-2783
