17500: Tangut表意文字L2008-5049
1758A: Tangut表意文字L2008-0457
1758B: Tangut表意文字L2008-0432
1758C: Tangut表意文字L2008-0448
1758D: Tangut表意文字L2008-0837
1758E: Tangut表意文字L2008-0454
1758F: Tangut表意文字L2008-0429
17590: Tangut表意文字L2008-0461
17591: Tangut表意文字L2008-0727
17592: Tangut表意文字L2008-0628
17593: Tangut表意文字L2008-0729
17594: Tangut表意文字L2008-0728
17595: Tangut表意文字L2008-0626
17596: Tangut表意文字L2008-0733
17597: Tangut表意文字L2008-1813
17598: Tangut表意文字L2008-1824
17599: Tangut表意文字L2008-1499
1759A: Tangut表意文字L2008-0835
1759B: Tangut表意文字L2008-0434
1759C: Tangut表意文字L2008-0462
1759D: Tangut表意文字L2008-1809
1759E: Tangut表意文字L2008-1828
1759F: Tangut表意文字L2008-0435
175A0: Tangut表意文字L2008-1507
175A1: Tangut表意文字L2008-1820
175A2: Tangut表意文字L2008-1810
175A3: Tangut表意文字L2008-1827
175A4: Tangut表意文字L2008-1831
175A5: Tangut表意文字L2008-1487
175A6: Tangut表意文字L2008-1536
175A7: Tangut表意文字L2008-1544
175A8: Tangut表意文字L2008-1511
175A9: Tangut表意文字L2008-0897
175AA: Tangut表意文字L2008-1523
175AB: Tangut表意文字L2008-0838
175AC: Tangut表意文字L2008-0836
175AD: Tangut表意文字L2008-1821
175AE: Tangut表意文字L2008-0888
175AF: Tangut表意文字L2008-0898
175B0: Tangut表意文字L2008-0437
175B1: Tangut表意文字L2008-1520
175B2: Tangut表意文字L2008-1538
175B3: Tangut表意文字L2008-0630
175B4: Tangut表意文字L2008-0436
175B5: Tangut表意文字L2008-0433
175B6: Tangut表意文字L2008-0441
175B7: Tangut表意文字L2008-0629
175B8: Tangut表意文字L2008-1822
175B9: Tangut表意文字L2008-6008
175BA: Tangut表意文字L2008-1811
175BB: Tangut表意文字L2008-1830
175BC: Tangut表意文字L2008-1491
175BD: Tangut表意文字L2008-0427
175BE: Tangut表意文字L2008-0430
175BF: Tangut表意文字L2008-0452
175C0: Tangut表意文字L2008-0450
175C1: Tangut表意文字L2008-1534
175C2: Tangut表意文字L2008-0734
175C3: Tangut表意文字L2008-1540
175C4: Tangut表意文字L2008-0438
175C5: Tangut表意文字L2008-0446
175C6: Tangut表意文字L2008-1489
175C7: Tangut表意文字L2008-1522
175C8: Tangut表意文字L2008-1814
175C9: Tangut表意文字L2008-1532
175CA: Tangut表意文字L2008-1812
175CB: Tangut表意文字L2008-6023
175CC: Tangut表意文字L2008-1537
175CD: Tangut表意文字L2008-0634
175CE: Tangut表意文字L2008-4069
175CF: Tangut表意文字L2008-4066
175D0: Tangut表意文字L2008-4073
175D1: Tangut表意文字L2008-4065
175D2: Tangut表意文字L2008-4072
175D3: Tangut表意文字L2008-0229
175D4: Tangut表意文字L2008-0218
175D5: Tangut表意文字L2008-0207
175D6: Tangut表意文字L2008-0504
175D7: Tangut表意文字L2008-1612
175D8: Tangut表意文字L2008-1079
175D9: Tangut表意文字L2008-1139
175DA: Tangut表意文字L2008-0661
175DB: Tangut表意文字L2008-0173
175DC: Tangut表意文字L2008-0509
175DD: Tangut表意文字L2008-1619
175DE: Tangut表意文字L2008-0663
175DF: Tangut表意文字L2008-1101
175E0: Tangut表意文字L2008-0956
175E1: Tangut表意文字L2008-0955
175E2: Tangut表意文字L2008-1593
175E3: Tangut表意文字L2008-5845
175E4: Tangut表意文字L2008-5836
175E5: Tangut表意文字L2008-5875
175E6: Tangut表意文字L2008-5950
175E7: Tangut表意文字L2008-5910
175E8: Tangut表意文字L2008-5839
175E9: Tangut表意文字L2008-5847
175EA: Tangut表意文字L2008-5840
175EB: Tangut表意文字L2008-5957
175EC: Tangut表意文字L2008-5949
175ED: Tangut表意文字L2008-5984
175EE: Tangut表意文字L2008-5953
175EF: Tangut表意文字L2008-1170
175F0: Tangut表意文字L2008-0591
175F1: Tangut表意文字L2008-1870
175F2: Tangut表意文字L2008-1707
175F3: Tangut表意文字L2008-1397
175F4: Tangut表意文字L2008-0311
175F5: Tangut表意文字L2008-1195
175F6: Tangut表意文字L2008-1666-1667
175F7: Tangut表意文字L2008-1691
175F8: Tangut表意文字L2008-1276
175F9: Tangut表意文字L2008-1311
175FA: Tangut表意文字L2008-1310
175FB: Tangut表意文字L2008-0573
175FC: Tangut表意文字L2008-0584
175FD: Tangut表意文字L2008-0602
175FE: Tangut表意文字L2008-0294
175FF: Tangut表意文字L2008-1312
