17100: Tangut表意文字L2008-0061
17159: Tangut表意文字L2008-2363
1715A: Tangut表意文字L2008-1950
1715B: Tangut表意文字L2008-2826
1715C: Tangut表意文字L2008-2353
1715D: Tangut表意文字L2008-2914
1715E: Tangut表意文字L2008-1964
1715F: Tangut表意文字L2008-3767
17160: Tangut表意文字L2008-1909
17161: Tangut表意文字L2008-1981-3517
17162: Tangut表意文字L2008-2364
17163: Tangut表意文字L2008-3493
17164: Tangut表意文字L2008-3475
17165: Tangut表意文字L2008-1899
17166: Tangut表意文字L2008-2707
17167: Tangut表意文字L2008-1907
17168: Tangut表意文字L2008-2376
17169: Tangut表意文字L2008-2952
1716A: Tangut表意文字L2008-2929
1716B: Tangut表意文字L2008-2369
1716C: Tangut表意文字L2008-1969
1716D: Tangut表意文字L2008-3505
1716E: Tangut表意文字L2008-2830
1716F: Tangut表意文字L2008-2377
17170: Tangut表意文字L2008-3463
17171: Tangut表意文字L2008-1904
17172: Tangut表意文字L2008-1910
17173: Tangut表意文字L2008-2933
17174: Tangut表意文字L2008-2932
17175: Tangut表意文字L2008-2370
17176: Tangut表意文字L2008-2565
17177: Tangut表意文字L2008-2962
17178: Tangut表意文字L2008-1967
17179: Tangut表意文字L2008-2375
1717A: Tangut表意文字L2008-2367
1717B: Tangut表意文字L2008-2910
1717C: Tangut表意文字L2008-3492
1717D: Tangut表意文字L2008-2817
1717E: Tangut表意文字L2008-2915
1717F: Tangut表意文字L2008-3494
17180: Tangut表意文字L2008-1915
17181: Tangut表意文字L2008-2355
17182: Tangut表意文字L2008-2827
17183: Tangut表意文字L2008-2374
17184: Tangut表意文字L2008-2984
17185: Tangut表意文字L2008-1911
17186: Tangut表意文字L2008-2903
17187: Tangut表意文字L2008-2825
17188: Tangut表意文字L2008-2357
17189: Tangut表意文字L2008-3459
1718A: Tangut表意文字L2008-3458
1718B: Tangut表意文字L2008-2902
1718C: Tangut表意文字L2008-2837
1718D: Tangut表意文字L2008-2368
1718E: Tangut表意文字L2008-3454
1718F: Tangut表意文字L2008-3768
17190: Tangut表意文字L2008-2373
17191: Tangut表意文字L2008-2964
17192: Tangut表意文字L2008-1901
17193: Tangut表意文字L2008-1908
17194: Tangut表意文字L2008-2819
17195: Tangut表意文字L2008-2378
17196: Tangut表意文字L2008-3760
17197: Tangut表意文字L2008-2966
17198: Tangut表意文字L2008-1916
17199: Tangut表意文字L2008-2706
1719A: Tangut表意文字L2008-1968
1719B: Tangut表意文字L2008-1951
1719C: Tangut表意文字L2008-3761
1719D: Tangut表意文字L2008-2934
1719E: Tangut表意文字L2008-1945
1719F: Tangut表意文字L2008-1903
171A0: Tangut表意文字L2008-2366
171A1: Tangut表意文字L2008-2379
171A2: Tangut表意文字L2008-3478
171A3: Tangut表意文字L2008-2558
171A4: Tangut表意文字L2008-1913
171A5: Tangut表意文字L2008-1917
171A6: Tangut表意文字L2008-2395
171A7: Tangut表意文字L2008-3457
171A8: Tangut表意文字L2008-2968
171A9: Tangut表意文字L2008-2703
171AA: Tangut表意文字L2008-3769
171AB: Tangut表意文字L2008-1946
171AC: Tangut表意文字L2008-1902
171AD: Tangut表意文字L2008-2356
171AE: Tangut表意文字L2008-2912
171AF: Tangut表意文字L2008-3479
171B0: Tangut表意文字L2008-3502
171B1: Tangut表意文字L2008-3503
171B2: Tangut表意文字L2008-1912
171B3: Tangut表意文字L2008-1896
171B4: Tangut表意文字L2008-3476
171B5: Tangut表意文字L2008-3464
171B6: Tangut表意文字L2008-3480
171B7: Tangut表意文字L2008-2935
171B8: Tangut表意文字L2008-2371
171B9: Tangut表意文字L2008-3500
171BA: Tangut表意文字L2008-2965
171BB: Tangut表意文字L2008-3455
171BC: Tangut表意文字L2008-3501
171BD: Tangut表意文字L2008-2552
171BE: Tangut表意文字L2008-2557
171BF: Tangut表意文字L2008-2916
171C0: Tangut表意文字L2008-2719
171C1: Tangut表意文字L2008-3504
171C2: Tangut表意文字L2008-2967
171C3: Tangut表意文字L2008-4648
171C4: Tangut表意文字L2008-4559
171C5: Tangut表意文字L2008-4560
171C6: Tangut表意文字L2008-2017
171C7: Tangut表意文字L2008-3538
171C8: Tangut表意文字L2008-2730
171C9: Tangut表意文字L2008-2431
171CA: Tangut表意文字L2008-3836
171CB: Tangut表意文字L2008-3818
171CC: Tangut表意文字L2008-3812
171CD: Tangut表意文字L2008-3834
171CE: Tangut表意文字L2008-3815
171CF: Tangut表意文字L2008-3831
171D0: Tangut表意文字L2008-3832
171D1: Tangut表意文字L2008-3839
171D2: Tangut表意文字L2008-3841
171D3: Tangut表意文字L2008-3837
171D4: Tangut表意文字L2008-3827
171D5: Tangut表意文字L2008-3840
171D6: Tangut表意文字L2008-3826
171D7: Tangut表意文字L2008-3838
171D8: Tangut表意文字L2008-3835
171D9: Tangut表意文字L2008-3833
171DA: Tangut表意文字L2008-4947
171DB: Tangut表意文字L2008-4856
171DC: Tangut表意文字L2008-5014
171DD: Tangut表意文字L2008-4689
171DE: Tangut表意文字L2008-1501
171DF: Tangut表意文字L2008-1335
171E0: Tangut表意文字L2008-1020
171E1: Tangut表意文字L2008-1158
171E2: Tangut表意文字L2008-0911
171E3: Tangut表意文字L2008-1524
171E4: Tangut表意文字L2008-1143
171E5: Tangut表意文字L2008-1159
171E6: Tangut表意文字L2008-1000
171E7: Tangut表意文字L2008-1179
171E8: Tangut表意文字L2008-1178
171E9: Tangut表意文字L2008-1549
171EA: Tangut表意文字L2008-1144
171EB: Tangut表意文字L2008-1147
171EC: Tangut表意文字L2008-0928
171ED: Tangut表意文字L2008-1559
171EE: Tangut表意文字L2008-1067
171EF: Tangut表意文字L2008-0978
171F0: Tangut表意文字L2008-1215
171F1: Tangut表意文字L2008-1188
171F2: Tangut表意文字L2008-1488
171F3: Tangut表意文字L2008-1525
171F4: Tangut表意文字L2008-1206
171F5: Tangut表意文字L2008-1145
171F6: Tangut表意文字L2008-6018
171F7: Tangut表意文字L2008-1146
171F8: Tangut表意文字L2008-1421
171F9: Tangut表意文字L2008-0965
171FA: Tangut表意文字L2008-1044
171FB: Tangut表意文字L2008-0901
171FC: Tangut表意文字L2008-1189
171FD: Tangut表意文字L2008-0992
171FE: Tangut表意文字L2008-1069
171FF: Tangut表意文字L2008-1432
