17000: Tangut表意文字L2008-0008
17060: Tangut表意文字L2008-2389
17061: Tangut表意文字L2008-2923
17062: Tangut表意文字L2008-2942
17063: Tangut表意文字L2008-2394
17064: Tangut表意文字L2008-2990
17065: Tangut表意文字L2008-2985
17066: Tangut表意文字L2008-3506
17067: Tangut表意文字L2008-1929
17068: Tangut表意文字L2008-1973
17069: Tangut表意文字L2008-2988
1706A: Tangut表意文字L2008-1982
1706B: Tangut表意文字L2008-2382
1706C: Tangut表意文字L2008-2559
1706D: Tangut表意文字L2008-1955
1706E: Tangut表意文字L2008-3465
1706F: Tangut表意文字L2008-1953
17070: 西夏表意文字N1966-039-096
17071: Tangut表意文字L2008-2372
17072: Tangut表意文字L2008-2563
17073: Tangut表意文字L2008-2822
17074: Tangut表意文字L2008-2980
17075: Tangut表意文字L2008-2958
17076: Tangut表意文字L2008-1956
17077: Tangut表意文字L2008-1922
17078: Tangut表意文字L2008-1921
17079: Tangut表意文字L2008-2977
1707A: Tangut表意文字L2008-2908
1707B: Tangut表意文字L2008-2704
1707C: Tangut表意文字L2008-1976
1707D: Tangut表意文字L2008-2832
1707E: Tangut表意文字L2008-2940
1707F: Tangut表意文字L2008-2957
17080: Tangut表意文字L2008-2839
17081: Tangut表意文字L2008-1974
17082: Tangut表意文字L2008-2385
17083: Tangut表意文字L2008-3461
17084: Tangut表意文字L2008-1923
17085: Tangut表意文字L2008-2384
17086: Tangut表意文字L2008-2939
17087: Tangut表意文字L2008-2554
17088: Tangut表意文字L2008-2920
17089: Tangut表意文字L2008-2970
1708A: Tangut表意文字L2008-1927
1708B: Tangut表意文字L2008-2944
1708C: Tangut表意文字L2008-2947
1708D: Tangut表意文字L2008-1893
1708E: Tangut表意文字L2008-2387
1708F: Tangut表意文字L2008-3519
17090: Tangut表意文字L2008-2831
17091: Tangut表意文字L2008-3496
17092: Tangut表意文字L2008-3462
17093: Tangut表意文字L2008-2838
17094: Tangut表意文字L2008-2572
17095: Tangut表意文字L2008-3518
17096: Tangut表意文字L2008-2383
17097: Tangut表意文字L2008-1970
17098: Tangut表意文字L2008-3509
17099: Tangut表意文字L2008-2365
1709A: Tangut表意文字L2008-1905
1709B: Tangut表意文字L2008-2828
1709C: Tangut表意文字L2008-1900
1709D: Tangut表意文字L2008-2711
1709E: Tangut表意文字L2008-1966
1709F: Tangut表意文字L2008-1954
170A0: Tangut表意文字L2008-2567
170A1: Tangut表意文字L2008-2555
170A2: Tangut表意文字L2008-2566
170A3: Tangut表意文字L2008-2712
170A4: Tangut表意文字L2008-1971
170A5: Tangut表意文字L2008-1926
170A6: Tangut表意文字L2008-3764
170A7: Tangut表意文字L2008-2937
170A8: Tangut表意文字L2008-2943
170A9: Tangut表意文字L2008-2714
170AA: Tangut表意文字L2008-2969
170AB: Tangut表意文字L2008-2986
170AC: Tangut表意文字L2008-2904
170AD: Tangut表意文字L2008-1897
170AE: Tangut表意文字L2008-1898
170AF: Tangut表意文字L2008-3473
170B0: Tangut表意文字L2008-2945
170B1: Tangut表意文字L2008-3467
170B2: Tangut表意文字L2008-2556
170B3: Tangut表意文字L2008-3471
170B4: Tangut表意文字L2008-3482
170B5: Tangut表意文字L2008-1924
170B6: Tangut表意文字L2008-2568
170B7: Tangut表意文字L2008-3758
170B8: Tangut表意文字L2008-3508
170B9: Tangut表意文字L2008-2987
170BA: Tangut表意文字L2008-2922
170BB: Tangut表意文字L2008-1983
170BC: Tangut表意文字L2008-2550
170BD: Tangut表意文字L2008-3452
170BE: Tangut表意文字L2008-2918
170BF: Tangut表意文字L2008-1930
170C0: Tangut表意文字L2008-1933
170C1: Tangut表意文字L2008-3515
170C2: Tangut表意文字L2008-2818
170C3: Tangut表意文字L2008-1928
170C4: Tangut表意文字L2008-2989
170C5: Tangut表意文字L2008-3468
170C6: Tangut表意文字L2008-1894
170C7: Tangut表意文字L2008-2551
170C8: Tangut表意文字L2008-3460
170C9: Tangut表意文字L2008-3451
170CA: Tangut表意文字L2008-3507
170CB: Tangut表意文字L2008-2921
170CC: Tangut表意文字L2008-2953
170CD: Tangut表意文字L2008-2972
170CE: Tangut表意文字L2008-3510
170CF: Tangut表意文字L2008-3511
170D0: Tangut表意文字L2008-1885
170D1: Tangut表意文字L2008-1627
170D2: Tangut表意文字L2008-0181
170D3: Tangut表意文字L2008-1584
170D4: Tangut表意文字L2008-0853
170D5: Tangut表意文字L2008-3402
170D6: Tangut表意文字L2008-3409
170D7: Tangut表意文字L2008-2327
170D8: Tangut表意文字L2008-3736
170D9: Tangut表意文字L2008-3414
170DA: Tangut表意文字L2008-3729
170DB: Tangut表意文字L2008-3554
170DC: Tangut表意文字L2008-3410
170DD: Tangut表意文字L2008-2334
170DE: Tangut表意文字L2008-3732
170DF: Tangut表意文字L2008-3730
170E0: Tangut表意文字L2008-2527
170E1: Tangut表意文字L2008-2529
170E2: Tangut表意文字L2008-3404
170E3: Tangut表意文字L2008-2537
170E4: Tangut表意文字L2008-3416
170E5: Tangut表意文字L2008-3739
170E6: Tangut表意文字L2008-3422
170E7: Tangut表意文字L2008-2309
170E8: Tangut表意文字L2008-2538
170E9: Tangut表意文字L2008-2319
170EA: Tangut表意文字L2008-2693
170EB: Tangut表意文字L2008-2313
170EC: Tangut表意文字L2008-3424
170ED: Tangut表意文字L2008-2314
170EE: Tangut表意文字L2008-3407
170EF: Tangut表意文字L2008-2898
170F0: Tangut表意文字L2008-3397
170F1: Tangut表意文字L2008-2310
170F2: Tangut表意文字L2008-2311
170F3: Tangut表意文字L2008-3428
170F4: Tangut表意文字L2008-3731
170F5: Tangut表意文字L2008-3406
170F6: Tangut表意文字L2008-2332
170F7: Tangut表意文字L2008-2534
170F8: Tangut表意文字L2008-3413
170F9: Tangut表意文字L2008-2695
170FA: Tangut表意文字L2008-2691
170FB: Tangut表意文字L2008-3734
170FC: Tangut表意文字L2008-2535
170FD: Tangut表意文字L2008-3811
170FE: Tangut表意文字L2008-3733
170FF: Tangut表意文字L2008-0032
