17300: Tangut表意文字L2008-3025
1736E: Tangut表意文字L2008-4087
1736F: Tangut表意文字L2008-4086
17370: Tangut表意文字L2008-4039
17371: Tangut表意文字L2008-4024
17372: Tangut表意文字L2008-4026
17373: Tangut表意文字L2008-4028
17374: Tangut表意文字L2008-4055
17375: Tangut表意文字L2008-1026
17376: Tangut表意文字L2008-1630
17377: Tangut表意文字L2008-0760
17378: Tangut表意文字L2008-0486
17379: Tangut表意文字L2008-0219
1737A: Tangut表意文字L2008-0752
1737B: Tangut表意文字L2008-1641
1737C: Tangut表意文字L2008-0753
1737D: Tangut表意文字L2008-1651
1737E: Tangut表意文字L2008-0745
1737F: Tangut表意文字L2008-1003
17380: Tangut表意文字L2008-0503
17381: Tangut表意文字L2008-1082
17382: Tangut表意文字L2008-1588
17383: Tangut表意文字L2008-4041
17384: Tangut表意文字L2008-4078
17385: Tangut表意文字L2008-4081
17386: Tangut表意文字L2008-4091
17387: Tangut表意文字L2008-4079
17388: Tangut表意文字L2008-4053
17389: Tangut表意文字L2008-4042
1738A: Tangut表意文字L2008-4082
1738B: Tangut表意文字L2008-4080
1738C: Tangut表意文字L2008-4089
1738D: Tangut表意文字L2008-4092
1738E: Tangut表意文字L2008-4090
1738F: Tangut表意文字L2008-4077
17390: Tangut表意文字L2008-4043
17391: Tangut表意文字L2008-4032
17392: Tangut表意文字L2008-4052
17393: Tangut表意文字L2008-4051
17394: Tangut表意文字L2008-4033
17395: Tangut表意文字L2008-6047
17396: Tangut表意文字L2008-4046
17397: Tangut表意文字L2008-4034
17398: Tangut表意文字L2008-0785
17399: Tangut表意文字L2008-0335
1739A: Tangut表意文字L2008-0708
1739B: Tangut表意文字L2008-0328
1739C: Tangut表意文字L2008-0566
1739D: Tangut表意文字L2008-1753
1739E: Tangut表意文字L2008-1754
1739F: Tangut表意文字L2008-1350
173A0: Tangut表意文字L2008-1407
173A1: Tangut表意文字L2008-0798
173A2: Tangut表意文字L2008-1755
173A3: Tangut表意文字L2008-1376
173A4: Tangut表意文字L2008-0367
173A5: Tangut表意文字L2008-2360
173A6: Tangut表意文字L2008-1937
173A7: Tangut表意文字L2008-2359
173A8: Tangut表意文字L2008-2926
173A9: Tangut表意文字L2008-3516
173AA: Tangut表意文字H2004-A-5829
173AB: Tangut表意文字L2008-2698
173AC: Tangut表意文字L2008-1938
173AD: Tangut表意文字L2008-1892
173AE: Tangut表意文字L2008-2820
173AF: Tangut表意文字L2008-2835
173B0: Tangut表意文字L2008-1891
173B1: Tangut表意文字L2008-2836
173B2: Tangut表意文字L2008-2821
173B3: Tangut表意文字L2008-2841
173B4: Tangut表意文字L2008-3450
173B5: Tangut表意文字L2008-4025
173B6: Tangut表意文字L2008-4023
173B7: Tangut表意文字L2008-4085
173B8: Tangut表意文字L2008-4054
173B9: Tangut表意文字L2008-4060
173BA: Tangut表意文字L2008-4038
173BB: Tangut表意文字L2008-2080
173BC: Tangut表意文字L2008-2028
173BD: Tangut表意文字L2008-2586
173BE: Tangut表意文字L2008-2411
173BF: Tangut表意文字L2008-3771
173C0: Tangut表意文字L2008-2723
173C1: Tangut表意文字L2008-1999
173C2: Tangut表意文字L2008-1995
173C3: Tangut表意文字L2008-2722
173C4: Tangut表意文字L2008-2000
173C5: Tangut表意文字L2008-3546
173C6: Tangut表意文字L2008-2052
173C7: Tangut表意文字L2008-2403
173C8: Tangut表意文字L2008-3535
173C9: Tangut表意文字L2008-2283
173CA: Tangut表意文字L2008-3225
173CB: Tangut表意文字L2008-3363
173CC: Tangut表意文字S1968-5596
173CD: Tangut表意文字N1966-202-051
173CE: Tangut表意文字L2008-2471
173CF: Tangut表意文字L2008-2441
173D0: Tangut表意文字L2008-3790
173D1: Tangut表意文字L2008-2442
173D2: Tangut表意文字L2008-2744
173D3: Tangut表意文字L2008-3655
173D4: Tangut表意文字L2008-3350
173D5: Tangut表意文字L2008-2774
173D6: Tangut表意文字L2008-2796
173D7: Tangut表意文字L2008-3104
173D8: Tangut表意文字L2008-3273
173D9: Tangut表意文字L2008-3340
173DA: Tangut表意文字L2008-3233
173DB: Tangut表意文字L2008-2072
173DC: Tangut表意文字L2008-2081
173DD: Tangut表意文字L2008-3325
173DE: Tangut表意文字L2008-3112
173DF: Tangut表意文字L2008-3573
173E0: Tangut表意文字L2008-3303
173E1: Tangut表意文字L2008-2503
173E2: Tangut表意文字L2008-3720
173E3: Tangut表意文字L2008-3349
173E4: Tangut表意文字L2008-2171
173E5: Tangut表意文字L2008-2488
173E6: Tangut表意文字L2008-2863
173E7: Tangut表意文字S1968-5574
173E8: Tangut表意文字L2008-2681
173E9: Tangut表意文字L2008-2671
173EA: Tangut表意文字L2008-2608
173EB: Tangut表意文字L2008-2273
173EC: Tangut表意文字L2008-2287
173ED: Tangut表意文字L2008-2648
173EE: Tangut表意文字L2008-3314
173EF: Tangut表意文字L2008-3658
173F0: Tangut表意文字L2008-3155
173F1: Tangut表意文字L2008-3313
173F2: Tangut表意文字L2008-2489
173F3: Tangut表意文字L2008-2220
173F4: Tangut表意文字L2008-2149
173F5: Tangut表意文字L2008-3369
173F6: Tangut表意文字L2008-2769
173F7: Tangut表意文字L2008-3352
173F8: Tangut表意文字L2008-3718
173F9: Tangut表意文字L2008-2513
173FA: Tangut表意文字L2008-3706
173FB: Tangut表意文字L2008-2274
173FC: Tangut表意文字L2008-2143
173FD: Tangut表意文字L2008-2223
173FE: Tangut表意文字L2008-2659
173FF: Tangut表意文字L2008-3377
