18500: Tangut表意文字L2008-4631
185D5: Tangut表意文字L2008-5464
185D6: Tangut表意文字L2008-5569
185D7: Tangut表意文字L2008-5429
185D8: Tangut表意文字L2008-5718
185D9: Tangut表意文字L2008-5568
185DA: Tangut表意文字L2008-5369
185DB: Tangut表意文字L2008-5430
185DC: Tangut表意文字L2008-5098
185DD: Tangut表意文字L2008-5252
185DE: Tangut表意文字L2008-5349
185DF: Tangut表意文字L2008-5776
185E0: Tangut表意文字L2008-5689
185E1: Tangut表意文字L2008-5775
185E2: Tangut表意文字L2008-5251
185E3: Tangut表意文字L2008-5407
185E4: Tangut表意文字L2008-5053
185E5: Tangut表意文字L2008-5255
185E6: Tangut表意文字N1966-172-041
185E7: Tangut表意文字L2008-1851
185E8: Tangut表意文字L2008-0857
185E9: Tangut表意文字L2008-1055
185EA: Tangut表意文字L2008-1175
185EB: Tangut表意文字L2008-0255
185EC: Tangut表意文字L2008-0557
185ED: Tangut表意文字L2008-1673
185EE: Tangut表意文字L2008-1333
185EF: Tangut表意文字L2008-1746
185F0: Tangut表意文字L2008-0864
185F1: Tangut表意文字L2008-0674
185F2: Tangut表意文字L2008-0248
185F3: Tangut表意文字L2008-0766
185F4: Tangut表意文字L2008-1141
185F5: Tangut表意文字L2008-0550
185F6: Tangut表意文字L2008-0803
185F7: Tangut表意文字L2008-0713
185F8: Tangut表意文字L2008-0380
185F9: Tangut表意文字L2008-1308
185FA: Tangut表意文字L2008-0686
185FB: Tangut表意文字L2008-0834
185FC: Tangut表意文字L2008-0442
185FD: Tangut表意文字L2008-0590
185FE: Tangut表意文字L2008-1387
185FF: Tangut表意文字L2008-0307
