18300: Tangut表意文字L2008-5508
18365: Tangut表意文字L2008-5536
18366: Tangut表意文字L2008-5498
18367: Tangut表意文字L2008-5118
18368: Tangut表意文字L2008-5222
18369: Tangut表意文字L2008-5741
1836A: Tangut表意文字L2008-5590
1836B: Tangut表意文字L2008-5248
1836C: Tangut表意文字L2008-5748
1836D: Tangut表意文字L2008-5234
1836E: Tangut表意文字L2008-5749
1836F: Tangut表意文字L2008-5441
18370: Tangut表意文字L2008-5634
18371: Tangut表意文字L2008-6062
18372: Tangut表意文字L2008-5311
18373: Tangut表意文字L2008-5531
18374: Tangut表意文字L2008-5065
18375: Tangut表意文字L2008-5286
18376: Tangut表意文字L2008-5073
18377: Tangut表意文字L2008-5074
18378: Tangut表意文字L2008-5579
18379: Tangut表意文字L2008-5290
1837A: Tangut表意文字L2008-5499
1837B: Tangut表意文字L2008-5714
1837C: Tangut表意文字L2008-5081
1837D: Tangut表意文字L2008-5082
1837E: Tangut表意文字L2008-5553
1837F: Tangut表意文字L2008-5420
18380: Tangut表意文字L2008-5527
18381: Tangut表意文字L2008-5534
18382: Tangut表意文字N1966-111-081
18383: Tangut表意文字L2008-5134
18384: Tangut表意文字L2008-5693
18385: Tangut表意文字H2004-A-5796
18386: Tangut表意文字L2008-4889
18387: Tangut表意文字L2008-4928
18388: Tangut表意文字L2008-4929
18389: Tangut表意文字L2008-5009
1838A: Tangut表意文字L2008-4912
1838B: Tangut表意文字L2008-4876
1838C: Tangut表意文字L2008-5023
1838D: Tangut表意文字L2008-4890
1838E: Tangut表意文字L2008-4734
1838F: Tangut表意文字L2008-4714
18390: Tangut表意文字L2008-4827
18391: Tangut表意文字L2008-4983
18392: Tangut表意文字L2008-4802
18393: Tangut表意文字L2008-5224
18394: Tangut表意文字L2008-5385
18395: Tangut表意文字L2008-5338
18396: Tangut表意文字L2008-5337
18397: Tangut表意文字L2008-5667
18398: Tangut表意文字L2008-5242
18399: Tangut表意文字L2008-5454
1839A: Tangut表意文字L2008-5602
1839B: Tangut表意文字L2008-5340
1839C: Tangut表意文字L2008-5204
1839D: Tangut表意文字L2008-5767
1839E: Tangut表意文字L2008-5731
1839F: Tangut表意文字L2008-5766
183A0: Tangut表意文字L2008-5603
183A1: Tangut表意文字L2008-5668
183A2: Tangut表意文字L2008-5299
183A3: Tangut表意文字L2008-5611
183A4: Tangut表意文字L2008-5300
183A5: Tangut表意文字L2008-5633
183A6: Tangut表意文字L2008-5434
183A7: Tangut表意文字L2008-5156
183A8: Tangut表意文字L2008-5591
183A9: Tangut表意文字L2008-5380
183AA: Tangut表意文字L2008-5612
183AB: Tangut表意文字L2008-5157
183AC: Tangut表意文字L2008-5241
183AD: Tangut表意文字L2008-5169
183AE: Tangut表意文字L2008-5212
183AF: Tangut表意文字L2008-5236
183B0: Tangut表意文字L2008-5220
183B1: Tangut表意文字L2008-5237
183B2: Tangut表意文字L2008-5621
183B3: Tangut表意文字L2008-5435
183B4: Tangut表意文字L2008-5313
183B5: Tangut表意文字L2008-5613
183B6: Tangut表意文字L2008-5308
183B7: Tangut表意文字L2008-5384
183B8: Tangut表意文字L2008-5371
183B9: Tangut表意文字L2008-5735
183BA: Tangut表意文字L2008-5802
183BB: Tangut表意文字L2008-5581
183BC: Tangut表意文字L2008-5671
183BD: Tangut表意文字L2008-5686
183BE: Tangut表意文字L2008-5644
183BF: Tangut表意文字L2008-5160
183C0: Tangut表意文字L2008-5304
183C1: Tangut表意文字L2008-5448
183C2: Tangut表意文字L2008-5159
183C3: Tangut表意文字L2008-5246
183C4: Tangut表意文字L2008-5199
183C5: Tangut表意文字S1968-2650
183C6: Tangut表意文字L2008-5158
183C7: Tangut表意文字L2008-5452
183C8: Tangut表意文字L2008-5170
183C9: Tangut表意文字L2008-5218
183CA: Tangut表意文字L2008-5396
183CB: Tangut表意文字L2008-5171
183CC: Tangut表意文字L2008-5676
183CD: Tangut表意文字L2008-5653
183CE: Tangut表意文字L2008-5333
183CF: Tangut表意文字L2008-5317
183D0: Tangut表意文字L2008-5307
183D1: Tangut表意文字L2008-5393
183D2: Tangut表意文字L2008-5390
183D3: Tangut表意文字L2008-5383
183D4: Tangut表意文字L2008-5372
183D5: Tangut表意文字L2008-5389
183D6: Tangut表意文字L2008-5800
183D7: Tangut表意文字L2008-5750
183D8: Tangut表意文字L2008-5736
183D9: Tangut表意文字L2008-5582
183DA: Tangut表意文字L2008-5645
183DB: Tangut表意文字L2008-5472
183DC: Tangut表意文字L2008-5638
183DD: Tangut表意文字L2008-5672
183DE: Tangut表意文字L2008-5685
183DF: Tangut表意文字L2008-5620
183E0: Tangut表意文字L2008-5457
183E1: Tangut表意文字L2008-5247
183E2: Tangut表意文字L2008-5177
183E3: Tangut表意文字L2008-5455
183E4: Tangut表意文字L2008-5221
183E5: Tangut表意文字L2008-5330
183E6: Tangut表意文字L2008-5183
183E7: Tangut表意文字L2008-5322
183E8: Tangut表意文字L2008-5655
183E9: Tangut表意文字L2008-5397
183EA: Tangut表意文字L2008-5654
183EB: Tangut表意文字L2008-5474
183EC: Tangut表意文字L2008-5592
183ED: Tangut表意文字L2008-5343
183EE: Tangut表意文字L2008-5321
183EF: Tangut表意文字L2008-5318
183F0: Tangut表意文字L2008-5392
183F1: Tangut表意文字L2008-5391
183F2: Tangut表意文字L2008-5742
183F3: Tangut表意文字L2008-5790
183F4: Tangut表意文字L2008-5788
183F5: Tangut表意文字L2008-5759
183F6: Tangut表意文字L2008-5728
183F7: Tangut表意文字L2008-5751
183F8: Tangut表意文字L2008-5442
183F9: Tangut表意文字L2008-5583
183FA: Tangut表意文字L2008-5796
183FB: Tangut表意文字L2008-5489
183FC: Tangut表意文字L2008-5646
183FD: Tangut表意文字L2008-5323
183FE: Tangut表意文字L2008-5478
183FF: Tangut表意文字L2008-5460
