18700: Tangut表意文字L2008-0611
18744: Tangut表意文字L2008-1697
18745: Tangut表意文字L2008-0680
18746: Tangut表意文字L2008-0301
18747: Tangut表意文字L2008-1281
18748: Tangut表意文字L2008-1716
18749: Tangut表意文字L2008-1860
1874A: Tangut表意文字L2008-1764
1874B: Tangut表意文字L2008-1242
1874C: Tangut表意文字L2008-1174
1874D: Tangut表意文字L2008-1420
1874E: Tangut表意文字L2008-1358
1874F: Tangut表意文字L2008-0812
18750: Tangut表意文字L2008-3725
18751: Tangut表意文字L2008-3770
18752: Tangut表意文字L2008-3522
18753: Tangut表意文字L2008-2842
18754: Tangut表意文字L2008-3521
18755: Tangut表意文字L2008-3823
18756: Tangut表意文字L2008-3954
18757: Tangut表意文字L2008-3939
18758: Tangut表意文字L2008-3937
18759: Tangut表意文字L2008-5164
1875A: Tangut表意文字L2008-5817
1875B: Tangut表意文字L2008-5886
1875C: Tangut表意文字L2008-5904
1875D: Tangut表意文字L2006-5998
1875E: Tangut表意文字L2008-4797
1875F: Tangut表意文字L2008-5424
18760: Tangut表意文字L2008-5355
18761: Tangut表意文字L2008-5947
18762: Tangut表意文字L2008-5983
18763: Tangut表意文字L2008-4672
18764: Tangut表意文字L2008-5410
18765: Tangut表意文字L2008-5615
18766: Tangut表意文字L2008-5604
18767: Tangut表意文字L2008-5594
18768: Tangut表意文字L2008-4861
18769: Tangut表意文字N1966-299-021
1876A: Tangut表意文字L2008-5163
1876B: Tangut表意文字L2008-5219
1876C: Tangut表意文字L2008-5801
1876D: Tangut表意文字L2008-5458
1876E: Tangut表意文字L2008-5614
1876F: Tangut表意文字L2008-5593
18770: Tangut表意文字L2008-5622
18771: Tangut表意文字L2008-5324
18772: Tangut表意文字L2008-5451
18773: Tangut表意文字L2008-5795
18774: Tangut表意文字L2008-6064
18775: Tangut表意文字L2008-1245
18776: Tangut表意文字L2008-0582
18777: Tangut表意文字L2008-0470
18778: Tangut表意文字L2008-1835
18779: Tangut表意文字L2008-0156
1877A: Tangut表意文字L2008-1580
1877B: Tangut表意文字L2008-1034
1877C: Tangut表意文字L2008-0977
1877D: Tangut表意文字L2008-0511
1877E: Tangut表意文字L2008-1142
1877F: Tangut表意文字L2008-1222
18780: Tangut表意文字L2008-1740
18781: Tangut表意文字L2008-1241
18782: Tangut表意文字L2008-1118
18783: Tangut表意文字L2008-1329
18784: Tangut表意文字L2008-1696
18785: Tangut表意文字L2008-1372
18786: Tangut表意文字L2008-1475
18787: Tangut表意文字L2008-1789
18788: Tangut表意文字L2008-1439
18789: Tangut表意文字L2008-0262
1878A: Tangut表意文字L2008-0565
1878B: Tangut表意文字L2008-1745
1878C: Tangut表意文字L2008-0902
1878D: Tangut表意文字L2008-0739
1878E: Tangut表意文字L2008-0640
1878F: Tangut表意文字L2008-0884
18790: Tangut表意文字L2008-0151
18791: Tangut表意文字L2008-1841
18792: Tangut表意文字L2008-1833
18793: Tangut表意文字L2008-0676
18794: Tangut表意文字L2008-4462
18795: Tangut表意文字L2008-6051
18796: Tangut表意文字L2008-4442
18797: Tangut表意文字L2008-0001
18798: Tangut表意文字L2008-1577
18799: Tangut表意文字L2008-1582
1879A: Tangut表意文字L2008-0740
1879B: Tangut表意文字L2008-1578
1879C: Tangut表意文字L2008-1583
1879D: Tangut表意文字L2008-0031
1879E: Tangut表意文字L2008-1019
1879F: Tangut表意文字L2008-1621
187A0: Tangut表意文字L2008-3971
187A1: Tangut表意文字L2008-3941
187A2: Tangut表意文字L2008-3997
187A3: Tangut表意文字L2008-3940
187A4: Tangut表意文字L2008-4874
187A5: Tangut表意文字L2008-5636
187A6: Tangut表意文字L2008-5637
187A7: Tangut表意文字L2008-4777
187A8: Tangut表意文字L2008-5425
187A9: Tangut表意文字L2008-5126
187AA: Tangut表意文字L2008-5356
187AB: Tangut表意文字L2008-5368
187AC: Tangut表意文字L2008-5698
187AD: Tangut表意文字L2008-5717
187AE: Tangut表意文字L2008-5743
187AF: Tangut表意文字L2008-5436
187B0: Tangut表意文字L2008-5761
187B1: Tangut表意文字L2008-0900
187B2: Tangut表意文字L2008-0910
187B3: Tangut表意文字L2008-0527
187B4: Tangut表意文字L2008-0595
187B5: Tangut表意文字L2008-0596
187B6: Tangut表意文字L2008-1876
187B7: Tangut表意文字L2008-0334
187B8: Tangut表意文字L2008-0519
187B9: Tangut表意文字L2008-1156
187BA: Tangut表意文字L2008-0337
187BB: Tangut表意文字L2008-1185
187BC: Tangut表意文字L2008-0003
187BD: Tangut表意文字L2008-0477
187BE: Tangut表意文字L2008-1579
187BF: Tangut表意文字L2008-0476
187C0: Tangut表意文字L2008-0046
187C1: Tangut表意文字L2008-0210
187C2: Tangut表意文字L2008-0508
187C3: Tangut表意文字L2008-0118
187C4: Tangut表意文字L2008-0597
187C5: Tangut表意文字L2008-0063
187C6: Tangut表意文字L2008-0782
187C7: Tangut表意文字L2008-0002
187C8: Tangut表意文字L2008-1581
187C9: Tangut表意文字L2008-0741
187CA: Tangut表意文字L2008-4452
187CB: Tangut表意文字L2008-0045
187CC: Tangut表意文字L2008-0512
187CD: Tangut表意文字L2008-4665
187CE: Tangut表意文字L2008-4634
187CF: Tangut表意文字L2008-3883
187D0: Tangut表意文字L2008-5495
187D1: Tangut表意文字L2008-5493
187D2: Tangut表意文字L2008-5494
187D3: Tangut表意文字L2008-0583
187D4: Tangut表意文字L2008-1035
187D5: Tangut表意文字L2008-0763
187D6: Tangut表意文字L2008-1031
187D7: Tangut表意文字L2008-0039
187D8: Tangut表意文字L2008-1041
187D9: Tangut表意文字L2008-3830
187DA: Tangut表意文字L2008-3957
187DB: Tangut表意文字L2008-4882
187DC: Tangut表意文字L2008-5437
187DD: Tangut表意文字L2008-5309
187DE: Tangut表意文字L2008-5037
187DF: Tangut表意文字L2008-5778
187E0: Tangut表意文字L2008-1338
187E1: Tangut表意文字L2008-1265
187E2: Tangut表意文字L2008-0373
187E3: Tangut表意文字L2008-0930
187E4: Tangut表意文字L2008-0487
187E5: Tangut表意文字L2008-1888
187E6: Tangut表意文字L2008-3301
187E7: Tangut表意文字L2008-5794
187E8: Tangut表意文字L2008-5787
187E9: Tangut表意文字L2008-5779
187EA: Tangut表意文字L2008-4995
187EB: Tangut表意文字L2008-5205
187EC: Tangut表意文字L2008-5203
187ED:
187EE:
187EF:
187F0:
187F1:
187F2:
187F3:
187F4:
187F5:
187F6:
187F7:
187F8:
187F9:
187FA:
187FB:
187FC:
187FD:
187FE:
187FF:
