18400: Tangut表意文字L2008-5233
18439: Tangut表意文字L2008-5229
1843A: Tangut表意文字L2008-5461
1843B: Tangut表意文字L2008-5476
1843C: Tangut表意文字L2008-5484
1843D: Tangut表意文字L2008-5475
1843E: Tangut表意文字L2008-5482
1843F: Tangut表意文字L2008-5459
18440: Tangut表意文字L2008-5378
18441: Tangut表意文字L2008-5797
18442: Tangut表意文字L2008-5213
18443: Tangut表意文字L1986-4840
18444: Tangut表意文字L2008-5336
18445: Tangut表意文字L2008-5631
18446: Tangut表意文字L2008-5649
18447: Tangut表意文字L2008-5209
18448: Tangut表意文字L2008-5188
18449: Tangut表意文字L2008-5172
1844A: Tangut表意文字L2008-5231
1844B: Tangut表意文字L2008-6071
1844C: Tangut表意文字L2008-5726
1844D: Tangut表意文字L2008-5770
1844E: Tangut表意文字L2008-6069
1844F: Tangut表意文字L2008-5772
18450: Tangut表意文字L2008-5477
18451: Tangut表意文字L2008-5663
18452: Tangut表意文字L2008-5662
18453: Tangut表意文字L2008-5485
18454: Tangut表意文字L2008-5732
18455: Tangut表意文字L2008-5473
18456: Tangut表意文字L2008-5730
18457: Tangut表意文字L2008-4871
18458: Tangut表意文字L2008-4860
18459: Tangut表意文字L2008-1458
1845A: Tangut表意文字L2008-1016
1845B: Tangut表意文字L2008-0526
1845C: Tangut表意文字L2008-0780
1845D: Tangut表意文字L2008-0246
1845E: Tangut表意文字L2008-0531
1845F: Tangut表意文字L2008-0694
18460: Tangut表意文字L2008-1237
18461: Tangut表意文字L2008-0387
18462: Tangut表意文字L2008-0682
18463: Tangut表意文字L2008-0881
18464: Tangut表意文字L2008-0370
18465: Tangut表意文字L2008-0940
18466: Tangut表意文字L2008-1037
18467: Tangut表意文字L2008-1132
18468: Tangut表意文字L2008-0645
18469: Tangut表意文字L2008-1066
1846A: Tangut表意文字L2008-0417
1846B: Tangut表意文字L2008-0404
1846C: Tangut表意文字L2008-0615
1846D: Tangut表意文字L2008-0609
1846E: Tangut表意文字L2008-0725
1846F: Tangut表意文字L2008-1468
18470: Tangut表意文字L2008-1806
18471: Tangut表意文字L2008-0414
18472: Tangut表意文字L2008-1030
18473: Tangut表意文字L2008-0247
18474: Tangut表意文字L2008-1184
18475: Tangut表意文字L2008-1711
18476: Tangut表意文字L2008-1724
18477: Tangut表意文字L2008-0814
18478: Tangut表意文字L2008-1417
18479: Tangut表意文字L2008-0315
1847A: Tangut表意文字L2008-0299
1847B: Tangut表意文字L2008-1389
1847C: Tangut表意文字L2008-0794
1847D: Tangut表意文字L2008-0277
1847E: Tangut表意文字L2008-0240
1847F: Tangut表意文字L2008-0242
18480: Tangut表意文字L2008-0241
18481: Tangut表意文字L2008-1152
18482: Tangut表意文字L2008-0683
18483: Tangut表意文字L2008-1086
18484: Tangut表意文字L2008-1255
18485: Tangut表意文字L2008-1025
18486: Tangut表意文字L2008-1061
18487: Tangut表意文字L2008-1526
18488: Tangut表意文字L2008-1510
18489: Tangut表意文字L2008-1345
1848A: Tangut表意文字L2008-1094
1848B: Tangut表意文字L2008-0953
1848C: Tangut表意文字L2008-1472
1848D: Tangut表意文字L2008-0934
1848E: Tangut表意文字L2008-1408
1848F: Tangut表意文字L2008-1531
18490: Tangut表意文字L2008-1462
18491: Tangut表意文字L2008-1366
18492: Tangut表意文字L2008-1428
18493: Tangut表意文字L2008-0975
18494: Tangut表意文字L2008-1167
18495: Tangut表意文字L2008-1503
18496: Tangut表意文字L2008-1535
18497: Tangut表意文字L2008-1095
18498: Tangut表意文字L2008-1199
18499: Tangut表意文字L2008-1305
1849A: Tangut表意文字L2008-1508
1849B: Tangut表意文字L2008-1512
1849C: Tangut表意文字L2008-0954
1849D: Tangut表意文字L2008-0976
1849E: Tangut表意文字L2008-0904
1849F: Tangut表意文字L2008-1186
184A0: Tangut表意文字L2006-1186
184A1: Tangut表意文字L2008-0096
184A2: Tangut表意文字L2008-1130
184A3: Tangut表意文字L2008-1045
184A4: Tangut表意文字L2008-0646
184A5: Tangut表意文字L2008-0483
184A6: Tangut表意文字L2008-1054
184A7: Tangut表意文字L2008-0196
184A8: Tangut表意文字L2008-0771
184A9: Tangut表意文字L2008-0524
184AA: Tangut表意文字L2008-1117
184AB: Tangut表意文字L2008-5871
184AC: Tangut表意文字L2008-5976
184AD: Tangut表意文字L2008-5833
184AE: Tangut表意文字L2008-5869
184AF: Tangut表意文字L2008-5892
184B0: Tangut表意文字L2008-5977
184B1: Tangut表意文字L2008-5991
184B2: Tangut表意文字L2008-5978
184B3: Tangut表意文字L2008-5939
184B4: Tangut表意文字L2008-5936
184B5: Tangut表意文字L2008-5940
184B6: Tangut表意文字L2008-0418
184B7: Tangut表意文字L2008-0719
184B8: Tangut表意文字L2008-1798
184B9: Tangut表意文字L2008-1763
184BA: Tangut表意文字L2008-0187
184BB: Tangut表意文字L2008-0769
184BC: Tangut表意文字L2008-0647
184BD: Tangut表意文字L2008-1607
184BE: Tangut表意文字L2008-0188
184BF: Tangut表意文字L2008-4433
184C0: Tangut表意文字L2008-4436
184C1: Tangut表意文字L2008-4444
184C2: Tangut表意文字L2008-4435
184C3: Tangut表意文字L2008-4438
184C4: Tangut表意文字L2008-4437
184C5: Tangut表意文字L2008-4463
184C6: Tangut表意文字L2008-4464
184C7: Tangut表意文字L2008-4465
184C8: Tangut表意文字L2008-4434
184C9: Tangut表意文字L2008-0993
184CA: Tangut表意文字L2008-0502
184CB: Tangut表意文字L2008-1017
184CC: Tangut表意文字L2008-0507
184CD: Tangut表意文字L2008-2530
184CE: Tangut表意文字L2008-2333
184CF: Tangut表意文字L2008-2324
184D0: Tangut表意文字L2008-2541
184D1: Tangut表意文字L2008-2896
184D2: Tangut表意文字L2008-2321
184D3: Tangut表意文字L2008-2323
184D4: Tangut表意文字L2008-2325
184D5: Tangut表意文字L2008-3737
184D6: Tangut表意文字L2008-3738
184D7: Tangut表意文字L2008-3420
184D8: Tangut表意文字L2008-2900
184D9: Tangut表意文字L2008-2543
184DA: Tangut表意文字L2008-2542
184DB: Tangut表意文字L2008-3411
184DC: Tangut表意文字L2008-2696
184DD: Tangut表意文字L2008-2697
184DE: Tangut表意文字L2008-3735
184DF: Tangut表意文字L2008-3744
184E0: Tangut表意文字L2008-2322
184E1: Tangut表意文字L2008-2812
184E2: Tangut表意文字L2008-2407
184E3: Tangut表意文字L2008-2736
184E4: Tangut表意文字L2008-2021
184E5: Tangut表意文字L2008-2847
184E6: Tangut表意文字L2008-0556
184E7: Tangut表意文字L2008-1334
184E8: Tangut表意文字L2008-1275
184E9: Tangut表意文字L2008-0310
184EA: Tangut表意文字L2008-4062
184EB: Tangut表意文字L2008-1309
184EC: Tangut表意文字L2008-0036
184ED: Tangut表意文字L2008-0489
184EE: Tangut表意文字L2008-1624
184EF: Tangut表意文字L2008-1105
184F0: Tangut表意文字L2008-0230
184F1: Tangut表意文字L2008-1106-1107
184F2: Tangut表意文字L2008-0654
184F3: Tangut表意文字L2008-1602
184F4: Tangut表意文字L1986-5541
184F5: Tangut表意文字L2008-1108
184F6: Tangut表意文字L2008-1042
184F7: Tangut表意文字L2008-0860
184F8: Tangut表意文字L2008-0231
184F9: Tangut表意文字L2008-1623
184FA: Tangut表意文字L2008-0510
184FB: Tangut表意文字L2008-4629
184FC: Tangut表意文字L2008-4555
184FD: Tangut表意文字L2008-4556
184FE: Tangut表意文字L2008-4660
184FF: Tangut表意文字L2008-4659
