17400: Tangut表意文字L2008-3707
1743A: Tangutの表意文字L2008-4794
1743B: タング付表意文字L2008-4857
1743C: タング付表意文字L2008-4858
1743D: Tangut表意文字L2008-5034
1743E: Tangutの表意文字L2008-4921
1743F: タング付表意文字L2008-4939
17440: タング付表意文字L2008-4931
17441: Tangutの表意文字L2008-4744
17442: Tangutの表意文字L2008-5038
17443: タング付表意文字L2008-5055
17444: Tangutの表意文字L2008-5054
17445: Tangutの表意文字L2008-4728
17446: タング付表意文字L2008-4819
17447: タング付表意文字L2008-4820
17448: タング付表意文字L2008-4750
17449: Tangutの表意文字L2008-4684
1744A: Tangutの表意文字L2008-4759
1744B: Tangutの表意文字L2008-4721
1744C: タング付表意文字L2008-4866
1744D: タング付表意文字L2008-5001
1744E: タング付表意文字L2008-4942
1744F: タング付表意文字L2008-4985
17450: タング付表意文字L2008-4788
17451: タング付表意文字L2008-4798
17452: Tangutの表意文字L2008-4768
17453: Tangutの表意文字L2008-4723
17454: タング付表意文字L2008-4831
17455: Tangutの表意文字L2008-4954
17456: タング付表意文字L2008-4818
17457: Tangutの表意文字L2008-4751
17458: Tangutの表意文字L2008-4694
17459: タング付表意文字L2008-4848
1745A: Tangutの表意文字L2008-4853
1745B: タング付表意文字L2008-4796
1745C: Tangutの表意文字L2008-4690
1745D: タング付表意文字L2008-4739
1745E: タング付表意文字L2008-4678
1745F: タング付表意文字L2008-4989
17460: タング付表意文字L2008-4950
17461: タング付表意文字L2008-5002
17462: タング付表意文字H2004-A-1015
17463: Tangutの表意文字L2008-4943
17464: タング付表意文字L2008-4863
17465: タング付表意文字L2008-4886
17466: タング付表意文字L2008-4753
17467: Tangutの表意文字L2008-4941
17468: タング付表意文字L2008-4926
17469: タング付表意文字L2008-4868
1746A: Tangut表意文字L2008-5045
1746B: Tangutの表意文字L2008-5031
1746C: タング付表意文字L2008-4799
1746D: タング付表意文字L2008-4854
1746E: Tangutの表意文字L2008-4901
1746F: Tangutの表意文字L2008-5007
17470: Tangutの表意文字L2008-4769
17471: タング付表意文字L2008-4740
17472: タング付表意文字L2008-4980
17473: Tangutの表意文字L2008-4974
17474: タング付表意文字L2008-5059
17475: タング付表意文字L2008-4758
17476: タング付表意文字L2008-4805
17477: Tangutの表意文字L2008-4683
17478: Tangutの表意文字L2008-4767
17479: タング付表意文字L2008-4685
1747A: タング付表意文字L2008-4789
1747B: タング付表意文字L2008-4725
1747C: Tangutの表意文字L2008  -  4709
1747D: タング付表意文字L2008-4806
1747E: Tangutの表意文字L2008-4902
1747F: タング付表意文字L2008-4924
17480: Tangutの表意文字L2008-4887
17481: Tangutの表意文字L2008-4973
17482: Tangutの表意文字L2008-5051
17483: Tangutの表意文字L2008-4951
17484: タング付表意文字L2008-4862
17485: Tangutの表意文字L2008-4867
17486: タング付表意文字L2008-5003
17487: タング付表意文字L2008-4925
17488: Tangutの表意文字L2008-4707
17489: Tangutの表意文字L2008-5044
1748A: タング付表意文字L2008-4673
1748B: Tangutの表意文字L2008-4763
1748C: Tangutの表意文字L2008-4955
1748D: Tangutの表意文字L2008-5043
1748E: Tangutの表意文字L2008-5048
1748F: Tangutの表意文字L2008-6055
17490: Tangut表意文字L2008-5030
17491: タング付表意文字L2008-4940
17492: タング付表意文字L2008-4870
17493: Tangutの表意文字L2008-4837
17494: タング付表意文字L2008-4828
17495: Tangutの表意文字L2008-4895
17496: タング付表意文字L2008-4885
17497: Tangutの表意文字L2008-5056
17498: Tangutの表意文字L2008-5057
17499: Tangutの表意文字L2008-5058
1749A: Tangutの表意文字L2008-5035
1749B: タング付表意文字L2008-4811
1749C: タング付表意文字L2008-4970
1749D: Tangutの表意文字L2008-4844
1749E: Tangut表意文字L2008-5018
1749F: Tangutの表意文字L2008-4992
174A0: タング付表意文字L2008-4724
174A1: タング付表意文字L2008-4822
174A2: タング付表意文字L2008-4708
174A3: Tangut表意文字L2008-4727
174A4: Tangutの表意文字L2008-5004
174A5: Tangutの表意文字L2008-4923
174A6: タング付表意文字L2008-4975
174A7: タング付表意文字L2008-4836
174A8: タング付表意文字L2008-4696
174A9: Tangutの表意文字L2008-4849
174AA: タング付表意文字L2008-4752
174AB: タング付表意文字L2008-4695
174AC: タング付表意文字L2008-4722
174AD: タング付表意文字L2008-4731
174AE: Tangutの表意文字L2008-4823
174AF: Tangutの表意文字L2008-4807
174B0: タング付表意文字L2008-4932
174B1: Tangutの表意文字L2008-4971
174B2: Tangutの表意文字L2008-4972
174B3: Tangutの表意文字L2008-4903
174B4: Tangutの表意文字L2008-4988
174B5: タング付表意文字L2008-4920
174B6: タング付表意文字L2008-4969
174B7: Tangutの表意文字L2008-4905
174B8: Tangutの表意文字L2008-4949
174B9: タング付表意文字L2008-4778
174BA: Tangutの表意文字L2008-4801
174BB: Tangutの表意文字L2008-4791
174BC: タング付表意文字L2008-4808
174BD: Tangut表意文字L2008-5005
174BE: タング付表意文字L2008-4825
174BF: タング付表意文字L2008-4845
174C0: Tangutの表意文字L2008-4746
174C1: タング付表意文字L2008-5026
174C2: Tangutの表意文字L2008-4993
174C3: タング付表意文字L2008-4692
174C4: タング付表意文字L2008-5039
174C5: Tangut表意文字L2008-5040
174C6: Tangutの表意文字L2008-5024
174C7: Tangutの表意文字L2008-4968
174C8: Tangutの表意文字L2008-4729
174C9: タング付表意文字L2008-4869
174CA: Tangutの表意文字L2008-5011
174CB: Tangutの表意文字L2008-5060
174CC: タング付表意文字L2008-5032
174CD: Tangutの表意文字L2008-4826
174CE: タング付表意文字L2008-4850
174CF: タング付表意文字L2008-4810
174D0: Tangutの表意文字L2008-4691
174D1: タング付表意文字L2008-4976
174D2: Tangutの表意文字L2008-4977
174D3: Tangutの表意文字L2008-4762
174D4: タング付表意文字L2008-4832
174D5: タング付表意文字L2008-4987
174D6: タング付表意文字L2008-4733
174D7: Tangutの表意文字L2008-4706
174D8: Tangutの表意文字L2008-4784
174D9: Tangutの表意文字L2008-4776
174DA: タング付表意文字L2008-4737
174DB: タング付表意文字L2008-4718
174DC: Tangutの表意文字L2008-4754
174DD: タング付表意文字L2008-4910
174DE: Tangutの表意文字L2008-5012
174DF: タング付表意文字L2008-4934
174E0: Tangutの表意文字L2008-5052
174E1: タング付表意文字L2008-5050
174E2: タング付表意文字L2008-4893
174E3: Tangutの表意文字L2008-4944
174E4: タング付表意文字L2008-4864
174E5: タング付表意文字L2008-4937
174E6: Tangutの表意文字L2008-4922
174E7: タング付表意文字L2008-4938
174E8: Tangut表意文字L2008-5028
174E9: タング付表意文字L2008-4809
174EA: タング付表意文字L2008-4792
174EB: タング付表意文字L2008-4960
174EC: Tangutの表意文字L2008-4982
174ED: タング付表意文字L2008-4824
174EE: タング付表意文字L2008-5025
174EF: タング付表意文字L2008-5027
174F0: タング付表意文字L2008-4693
174F1: Tangutの表意文字L2008-4978
174F2: タング付表意文字L2008-4790
174F3: タング付表意文字L2008-4736
174F4: Tangutの表意文字L2008-4838
174F5: Tangutの表意文字L2008-4927
174F6: タング付表意文字L2008-5006
174F7: Tangutの表意文字L2008-4686
174F8: Tangutの表意文字L2008-5016
174F9: Tangutの表意文字L2008-4914
174FA: Tangut表意文字L2008-4957
174FB: Tangutの表意文字L2008-4687
174FC: Tangutの表意文字L2008-4847
174FD: タング付表意文字L2008-4710
174FE: タング付表意文字L2008-4990
174FF: タング付表意文字L2008-4913
