17100: Tangut表意文字L2008-0061
171BA: Tangutの表意文字L2008-2965
171BB: タング付表意文字L2008-3455
171BC: Tangutの表意文字L2008-3501
171BD: タング付表意文字L2008-2552
171BE: タング付表意文字L2008-2557
171BF: Tangutの表意文字L2008-2916
171C0: Tangutの表意文字L2008-2719
171C1: タング付表意文字L2008-3504
171C2: Tangutの表意文字L2008-2967
171C3: Tangutの表意文字L2008-4648
171C4: Tangutの表意文字L2008-4559
171C5: タング付表意文字L2008-4560
171C6: Tangut表意文字L2008-2017
171C7: タング付表意文字L2008-3538
171C8: Tangutの表意文字L2008-2730
171C9: Tangut表意文字L2008-2431
171CA: タング付表意文字L2008-3836
171CB: タング付表意文字L2008-3818
171CC: タング付表意文字L2008-3812
171CD: タング付表意文字L2008-3834
171CE: タング付表意文字L2008-3815
171CF: タング付表意文字L2008-3831
171D0: タング付表意文字L2008-3832
171D1: Tangutの表意文字L2008-3839
171D2: Tangutの表意文字L2008-3841
171D3: Tangutの表意文字L2008-3837
171D4: タング付表意文字L2008-3827
171D5: タング付表意文字L2008-3840
171D6: Tangut表意文字L2008-3826
171D7: Tangut表意文字L2008-3838
171D8: タング付表意文字L2008-3835
171D9: タング付表意文字L2008-3833
171DA: Tangutの表意文字L2008-4947
171DB: Tangutの表意文字L2008-4856
171DC: Tangutの表意文字L2008-5014
171DD: タング付表意文字L2008-4689
171DE: Tangutの表意文字L2008-1501
171DF: タング付表意文字L2008-1335
171E0: タング付表意文字L2008-1020
171E1: タング付表意文字L2008-1158
171E2: Tangutの表意文字L2008-0911
171E3: タング付表意文字L2008-1524
171E4: タング付表意文字L2008-1143
171E5: タング付表意文字L2008-1159
171E6: タング付表意文字L2008-1000
171E7: Tangutの表意文字L2008-1179
171E8: Tangutの表意文字L2008-1178
171E9: タング付表意文字L2008-1549
171EA: タング付表意文字L2008-1144
171EB: タング付表意文字L2008-1147
171EC: タング付表意文字L2008-0928
171ED: Tangut表意文字L2008-1559
171EE: タング付表意文字L2008-1067
171EF: Tangutの表意文字L2008-0978
171F0: タング付表意文字L2008-1215
171F1: Tangutの表意文字L2008-1188
171F2: タング付表意文字L2008-1488
171F3: タング付表意文字L2008-1525
171F4: タング付表意文字L2008-1206
171F5: タング付表意文字L2008-1145
171F6: Tangutの表意文字L2008-6018
171F7: Tangutの表意文字L2008-1146
171F8: タング付表意文字L2008-1421
171F9: Tangutの表意文字L2008-0965
171FA: タング付表意文字L2008-1044
171FB: タング付表意文字L2008-0901
171FC: タング付表意文字L2008-1189
171FD: Tangutの表意文字L2008-0992
171FE: タング付表意文字L2008-1069
171FF: タング付表意文字L2008-1432
