18300: Tangut表意文字L2008-5508
183E4: Tangutの表意文字L2008-5221
183E5: Tangut表意文字L2008-5330
183E6: タング付表意文字L2008-5183
183E7: Tangutの表意文字L2008-5322
183E8: Tangut表意文字L2008-5655
183E9: Tangutの表意文字L2008-5397
183EA: Tangutの表意文字L2008-5654
183EB: Tangutの表意文字L2008-5474
183EC: タング付表意文字L2008-5592
183ED: Tangutの表意文字L2008-5343
183EE: Tangutの表意文字L2008-5321
183EF: タング付表意文字L2008-5318
183F0: Tangut表意文字L2008-5392
183F1: Tangutの表意文字L2008-5391
183F2: Tangutの表意文字L2008-5742
183F3: Tangutの表意文字L2008-5790
183F4: Tangutの表意文字L2008-5788
183F5: Tangutの表意文字L2008-5759
183F6: Tangutの表意文字L2008-5728
183F7: Tangutの表意文字L2008-5751
183F8: Tangutの表意文字L2008-5442
183F9: Tangut表意文字L2008-5583
183FA: Tangutの表意文字L2008-5796
183FB: Tangutの表意文字L2008-5489
183FC: Tangutの表意文字L2008-5646
183FD: Tangutの表意文字L2008-5323
183FE: Tangutの表意文字L2008-5478
183FF: Tangutの表意文字L2008-5460
